# Program:featureCounts v1.6.4; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-T" "6" "-a" "consensus_peaks.mRp.clN.saf" "-o" "consensus_peaks.mRp.clN.featureCounts.txt" "Tscm_R1.mLb.clN.sorted.bam" "Tscm_R3.mLb.clN.sorted.bam" "Tsem_R2.mLb.clN.sorted.bam" "Tsem_R1.mLb.clN.sorted.bam" "Tscm_R2.mLb.clN.sorted.bam" "Tsem_R3.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	Tscm_R1.mLb.clN.sorted.bam	Tscm_R3.mLb.clN.sorted.bam	Tsem_R2.mLb.clN.sorted.bam	Tsem_R1.mLb.clN.sorted.bam	Tscm_R2.mLb.clN.sorted.bam	Tsem_R3.mLb.clN.sorted.bam
Interval_22841	chr2	7014382	7014682	+	301	7	8	4	7	10	4
Interval_22842	chr2	7031638	7032108	+	471	25	71	14	27	33	26
Interval_22843	chr2	7057958	7058295	+	338	19	33	12	4	21	5
Interval_22844	chr2	7059187	7059691	+	505	24	53	46	24	96	26
Interval_22845	chr2	7097279	7097916	+	638	14	19	4	7	16	17
Interval_22846	chr2	7430531	7430998	+	468	8	25	12	9	27	18
Interval_22847	chr2	7437249	7437495	+	247	0	3	2	3	13	2
Interval_22848	chr2	7444745	7444954	+	210	4	6	3	3	8	6
Interval_22849	chr2	7450415	7451182	+	768	23	39	31	24	79	17
Interval_22850	chr2	7467999	7468653	+	655	26	79	42	29	79	33
Interval_22851	chr2	7497353	7497595	+	243	0	10	4	2	10	6
Interval_22852	chr2	7516985	7517512	+	528	9	44	36	15	58	27
Interval_22853	chr2	7539025	7539511	+	487	14	70	10	9	45	19
Interval_22854	chr2	7567532	7568063	+	532	20	70	26	18	78	22
Interval_22855	chr2	7649757	7650319	+	563	10	46	33	11	51	28
Interval_22856	chr2	7672306	7672704	+	399	7	14	12	5	22	6
Interval_22857	chr2	7725416	7725957	+	542	23	60	40	49	75	56
Interval_22858	chr2	7737904	7738145	+	242	4	4	4	7	10	2
Interval_22859	chr2	7743600	7743867	+	268	5	11	10	5	25	4
Interval_22860	chr2	7744756	7745255	+	500	42	107	39	65	72	64
Interval_22861	chr2	7748895	7749333	+	439	8	15	12	23	16	20
Interval_22862	chr2	8229612	8229897	+	286	2	15	7	4	9	8
Interval_22863	chr2	8302011	8302433	+	423	14	33	11	15	20	20
Interval_22864	chr2	8303348	8303921	+	574	16	50	25	28	34	40
Interval_22865	chr2	8310651	8310944	+	294	3	9	3	1	12	6
Interval_22866	chr2	8313117	8313357	+	241	3	13	2	9	10	7
Interval_22867	chr2	8315841	8316104	+	264	1	18	8	2	13	7
Interval_22868	chr2	8337333	8337789	+	457	9	27	7	11	23	17
Interval_22869	chr2	8408872	8409072	+	201	1	7	4	8	8	5
Interval_22870	chr2	8455940	8456404	+	465	13	27	12	15	26	18
Interval_22871	chr2	8457117	8457428	+	312	7	10	8	8	17	8
Interval_22872	chr2	8472619	8472929	+	311	2	10	7	4	14	5
Interval_22873	chr2	8477711	8477939	+	229	7	11	7	2	5	10
Interval_22874	chr2	8478109	8478315	+	207	0	7	6	7	4	7
Interval_22875	chr2	8481737	8482066	+	330	8	12	15	17	17	8
Interval_22876	chr2	8488123	8488576	+	454	25	43	12	29	36	17
Interval_22877	chr2	8515361	8515861	+	501	29	68	83	38	102	55
Interval_22878	chr2	8521101	8521444	+	344	3	10	12	4	6	21
Interval_22879	chr2	8522685	8522980	+	296	2	10	8	6	15	13
Interval_22880	chr2	8543616	8543966	+	351	12	21	16	17	25	21
Interval_22881	chr2	8544897	8545456	+	560	24	95	65	57	69	82
Interval_22882	chr2	8551763	8552659	+	897	6	43	90	67	38	124
Interval_22883	chr2	8575455	8575660	+	206	2	7	3	4	13	7
Interval_22884	chr2	8583575	8584092	+	518	5	32	15	24	18	27
Interval_22885	chr2	8588547	8588842	+	296	3	14	7	9	11	17
Interval_22886	chr2	8608432	8608944	+	513	19	31	2	2	16	6
Interval_22887	chr2	8664695	8665115	+	421	2	19	7	5	24	7
Interval_22888	chr2	8678749	8678997	+	249	32	30	29	43	33	33
Interval_22889	chr2	8681128	8681543	+	416	29	57	32	45	47	46
Interval_22890	chr2	8681758	8682421	+	664	109	208	123	133	163	165
Interval_22891	chr2	8684565	8685247	+	683	71	118	65	91	85	84
Interval_22892	chr2	8693263	8693584	+	322	0	8	1	2	6	8
Interval_22893	chr2	8837301	8837922	+	622	36	86	44	51	59	74
Interval_22894	chr2	9003048	9003290	+	243	2	8	2	5	7	5
Interval_22895	chr2	9003683	9003996	+	314	13	9	2	12	9	4
Interval_22896	chr2	9142628	9143159	+	532	10	29	12	10	20	21
Interval_22897	chr2	9422587	9424063	+	1477	91	146	69	131	120	152
Interval_22898	chr2	9473624	9474775	+	1152	47	88	37	57	48	78
Interval_22899	chr2	9555304	9556272	+	969	73	78	62	89	71	99
Interval_22900	chr2	9607859	9608292	+	434	13	51	9	18	13	38
Interval_22901	chr2	9618394	9618836	+	443	10	52	26	26	33	56
Interval_22902	chr2	9630821	9631499	+	679	151	263	134	231	208	218
Interval_22903	chr2	9641713	9642065	+	353	8	9	7	7	7	8
Interval_22904	chr2	9650405	9650749	+	345	2	19	2	8	8	15
Interval_22905	chr2	9655407	9655833	+	427	8	45	12	7	17	37
Interval_22906	chr2	9656244	9656738	+	495	13	85	34	50	39	75
Interval_22907	chr2	9681367	9681784	+	418	5	26	7	2	20	9
Interval_22908	chr2	9702958	9703738	+	781	124	287	178	217	213	236
Interval_22909	chr2	9736131	9736448	+	318	7	23	9	7	8	10
Interval_22910	chr2	9739423	9739783	+	361	8	20	16	15	20	13
Interval_22911	chr2	9752513	9753440	+	928	27	65	26	35	40	43
Interval_22912	chr2	9754325	9754544	+	220	8	13	2	10	5	6
Interval_22913	chr2	9779882	9780196	+	315	7	23	1	5	10	3
Interval_22914	chr2	9782078	9782643	+	566	89	111	23	39	54	15
Interval_22915	chr2	9799680	9800076	+	397	4	29	9	14	12	22
Interval_22916	chr2	9800896	9801416	+	521	7	31	8	10	17	11
Interval_22917	chr2	9813892	9814167	+	276	0	12	4	7	6	11
Interval_22918	chr2	9843133	9844017	+	885	49	71	44	81	73	75
Interval_22919	chr2	9950452	9950719	+	268	4	6	3	6	6	21
Interval_22920	chr2	9951365	9951842	+	478	36	43	18	60	40	44
Interval_22921	chr2	9984306	9984552	+	247	1	8	1	4	5	7
Interval_22922	chr2	10029051	10029475	+	425	6	14	15	20	19	5
Interval_22923	chr2	10036114	10036473	+	360	13	16	4	19	10	10
Interval_22924	chr2	10043930	10044765	+	836	121	204	83	141	150	136
Interval_22925	chr2	10072632	10073023	+	392	8	17	7	11	13	22
Interval_22926	chr2	10080970	10081309	+	340	16	34	5	11	19	14
Interval_22927	chr2	10091717	10091937	+	221	3	10	0	4	4	7
Interval_22928	chr2	10097543	10097761	+	219	2	4	3	3	6	7
Interval_22929	chr2	10120122	10120884	+	763	48	94	40	63	82	79
Interval_22930	chr2	10122520	10122844	+	325	21	41	24	27	24	30
Interval_22931	chr2	10141841	10142242	+	402	4	29	11	5	17	17
Interval_22932	chr2	10270649	10270899	+	251	6	3	6	5	4	9
Interval_22933	chr2	10278450	10278711	+	262	4	11	3	6	8	10
Interval_22934	chr2	10302380	10302850	+	471	30	33	16	60	38	36
Interval_22935	chr2	10303674	10304057	+	384	12	27	6	23	17	26
Interval_22936	chr2	10305298	10305594	+	297	7	34	12	9	30	24
Interval_22937	chr2	10329926	10330519	+	594	14	72	24	55	36	56
Interval_22938	chr2	10331075	10332322	+	1248	98	229	77	154	144	209
Interval_22939	chr2	10378269	10378568	+	300	4	8	19	19	14	25
Interval_22940	chr2	10382194	10383000	+	807	38	99	108	110	159	113
Interval_22941	chr2	10400684	10400951	+	268	7	9	7	2	2	13
Interval_22942	chr2	10408049	10408688	+	640	16	30	20	28	41	29
Interval_22943	chr2	10409124	10409474	+	351	10	36	16	18	24	34
Interval_22944	chr2	10434951	10435228	+	278	7	21	5	10	15	16
Interval_22945	chr2	10447602	10449342	+	1741	198	255	134	294	206	243
Interval_22946	chr2	10476996	10477400	+	405	3	5	5	14	1	33
Interval_22947	chr2	10493482	10494067	+	586	95	178	110	153	119	170
Interval_22948	chr2	10497758	10498300	+	543	31	60	65	110	38	144
Interval_22949	chr2	10537627	10537827	+	201	3	14	3	6	1	8
Interval_22950	chr2	10544198	10544742	+	545	54	125	10	84	31	93
Interval_22951	chr2	10620456	10620881	+	426	17	32	15	19	27	18
Interval_22952	chr2	10654043	10654415	+	373	10	18	12	8	7	24
Interval_22953	chr2	10689519	10690221	+	703	14	33	12	19	35	36
Interval_22954	chr2	10790623	10790950	+	328	5	15	8	3	11	9
Interval_22955	chr2	10810312	10810529	+	218	1	14	9	11	14	17
Interval_22956	chr2	10812686	10813230	+	545	51	79	43	56	58	63
Interval_22957	chr2	10832342	10832730	+	389	10	24	6	8	18	20
Interval_22958	chr2	10835222	10835571	+	350	5	5	5	10	11	15
Interval_22959	chr2	10865016	10865319	+	304	2	13	1	2	10	9
Interval_22960	chr2	11129757	11130277	+	521	30	55	21	46	40	50
Interval_22961	chr2	11132672	11132985	+	314	9	21	13	16	22	17
Interval_22962	chr2	11154777	11155823	+	1047	125	158	107	159	141	141
Interval_22963	chr2	11161123	11161325	+	203	3	11	5	5	15	5
Interval_22964	chr2	11343564	11343958	+	395	5	16	3	4	8	18
Interval_22965	chr2	11345135	11345335	+	201	2	9	6	4	5	7
Interval_22966	chr2	11446827	11447152	+	326	4	9	6	5	1	12
Interval_22967	chr2	11465592	11465851	+	260	5	4	4	11	5	13
Interval_22968	chr2	11465907	11466372	+	466	13	21	13	25	18	21
Interval_22969	chr2	11584199	11584519	+	321	3	25	1	6	10	16
Interval_22970	chr2	11688353	11688748	+	396	5	28	8	7	21	19
Interval_22971	chr2	11692938	11693206	+	269	7	8	6	10	9	11
Interval_22972	chr2	11738516	11738838	+	323	1	8	8	8	9	17
Interval_22973	chr2	11744066	11744443	+	378	16	37	31	22	32	26
Interval_22974	chr2	11746416	11746726	+	311	30	46	23	52	43	38
Interval_22975	chr2	11750394	11751275	+	882	88	230	168	144	227	183
Interval_22976	chr2	11753476	11754621	+	1146	111	253	163	142	229	214
Interval_22977	chr2	11757184	11757532	+	349	20	47	21	25	46	23
Interval_22978	chr2	11765180	11765380	+	201	2	0	5	3	3	7
Interval_22979	chr2	11779109	11779526	+	418	6	20	22	12	26	21
Interval_22980	chr2	11830001	11830578	+	578	20	39	10	15	20	26
Interval_22981	chr2	11863589	11863884	+	296	6	7	5	3	7	12
Interval_22982	chr2	11998268	11998608	+	341	4	13	2	2	9	6
Interval_22983	chr2	12005818	12006293	+	476	14	32	18	25	25	30
Interval_22984	chr2	12036733	12036947	+	215	4	7	1	4	6	4
Interval_22985	chr2	12044807	12045188	+	382	9	20	8	3	19	7
Interval_22986	chr2	12057399	12057919	+	521	5	33	18	19	19	24
Interval_22987	chr2	12064317	12064571	+	255	0	9	11	6	8	7
Interval_22988	chr2	12081530	12081797	+	268	5	25	1	4	3	4
Interval_22989	chr2	12169743	12170048	+	306	5	13	4	0	15	0
Interval_22990	chr2	12177727	12178222	+	496	5	10	7	4	18	8
Interval_22991	chr2	12302225	12302480	+	256	2	8	3	3	11	4
Interval_22992	chr2	12303427	12303702	+	276	3	5	3	1	9	6
Interval_22993	chr2	12412885	12413299	+	415	26	18	4	13	10	14
Interval_22994	chr2	12416723	12416991	+	269	5	8	5	2	8	13
Interval_22995	chr2	12430858	12431111	+	254	3	6	3	4	7	3
Interval_22996	chr2	12441889	12442149	+	261	13	2	1	1	2	1
Interval_22997	chr2	12456375	12456714	+	340	7	15	8	8	16	9
Interval_22998	chr2	12488383	12488750	+	368	11	17	13	9	23	16
Interval_22999	chr2	12493025	12493309	+	285	4	11	5	5	13	5
Interval_23000	chr2	12501481	12501876	+	396	11	24	17	14	29	19
Interval_23001	chr2	12507308	12507719	+	412	10	30	20	20	15	31
Interval_23002	chr2	12514767	12515193	+	427	18	27	14	5	28	24
Interval_23003	chr2	12556755	12557101	+	347	3	11	3	5	8	3
Interval_23004	chr2	12709009	12709535	+	527	11	59	28	28	43	34
Interval_23005	chr2	12716077	12716325	+	249	12	33	9	14	19	25
Interval_23006	chr2	12716528	12717217	+	690	64	94	57	107	86	83
Interval_23007	chr2	12717479	12718042	+	564	24	66	28	32	39	43
Interval_23008	chr2	12728203	12728877	+	675	52	98	58	59	85	58
Interval_23009	chr2	12856814	12857370	+	557	26	66	24	12	36	28
Interval_23010	chr2	12948559	12949084	+	526	3	12	10	12	10	21
Interval_23011	chr2	12965463	12965907	+	445	1	20	17	11	14	16
Interval_23012	chr2	14182413	14183055	+	643	10	17	5	9	15	18
Interval_23013	chr2	15142087	15142760	+	674	20	114	65	60	87	87
Interval_23014	chr2	15176957	15177586	+	630	64	194	112	91	122	126
Interval_23015	chr2	15179014	15179249	+	236	1	14	13	17	9	21
Interval_23016	chr2	15316355	15316969	+	615	13	92	35	41	43	45
Interval_23017	chr2	15560573	15561570	+	998	22	55	32	48	37	51
Interval_23018	chr2	15561698	15561924	+	227	6	9	2	4	6	3
Interval_23019	chr2	15577095	15577475	+	381	8	25	16	8	15	16
Interval_23020	chr2	15591484	15592307	+	824	53	103	42	75	76	98
Interval_23021	chr2	15615261	15615465	+	205	3	6	6	1	8	2
Interval_23022	chr2	15637305	15637519	+	215	2	8	1	0	4	4
Interval_23023	chr2	16015350	16015552	+	203	2	6	3	0	8	2
Interval_23024	chr2	16608792	16609365	+	574	11	29	17	20	26	34
Interval_23025	chr2	16649431	16649678	+	248	0	2	2	7	2	8
Interval_23026	chr2	16664301	16664559	+	259	1	3	2	5	5	9
Interval_23027	chr2	17753378	17754281	+	904	58	111	77	82	97	97
Interval_23028	chr2	18520536	18520786	+	251	3	5	4	0	4	17
Interval_23029	chr2	18559866	18560952	+	1087	108	170	93	159	154	165
Interval_23030	chr2	19347760	19348644	+	885	78	149	77	102	126	149
Interval_23031	chr2	19362294	19362565	+	272	6	15	3	6	4	16
Interval_23032	chr2	19474082	19474491	+	410	10	27	5	5	16	11
Interval_23033	chr2	19711679	19711891	+	213	3	4	0	3	7	3
Interval_23034	chr2	19863322	19863641	+	320	7	8	8	8	11	18
Interval_23035	chr2	19868612	19869297	+	686	30	42	32	34	55	38
Interval_23036	chr2	19900631	19900946	+	316	16	32	8	17	16	19
Interval_23037	chr2	19901419	19902210	+	792	65	143	74	94	96	126
Interval_23038	chr2	19955890	19956174	+	285	3	8	6	3	6	5
Interval_23039	chr2	19971559	19972127	+	569	28	60	7	8	21	19
Interval_23040	chr2	19989932	19990501	+	570	12	37	16	26	23	29
Interval_23041	chr2	20050210	20050617	+	408	30	73	21	38	44	43
Interval_23042	chr2	20051398	20052218	+	821	111	190	97	118	165	152
Interval_23043	chr2	20098193	20098587	+	395	3	16	5	7	9	13
Interval_23044	chr2	20291058	20291374	+	317	3	12	3	1	7	8
Interval_23045	chr2	20326210	20326543	+	334	4	9	7	7	9	10
Interval_23046	chr2	20333818	20334065	+	248	0	8	1	5	5	4
Interval_23047	chr2	20350558	20351645	+	1088	186	249	158	213	215	219
Interval_23048	chr2	20411429	20411847	+	419	9	21	7	8	12	14
Interval_23049	chr2	20446729	20447256	+	528	47	132	45	67	71	110
Interval_23050	chr2	20576616	20577010	+	395	6	17	6	6	11	16
Interval_23051	chr2	20642287	20642818	+	532	9	23	11	9	19	37
Interval_23052	chr2	20650538	20651656	+	1119	97	125	84	149	124	123
Interval_23053	chr2	20661686	20661890	+	205	5	7	4	2	6	7
Interval_23054	chr2	20822638	20823349	+	712	35	51	39	37	60	75
Interval_23055	chr2	20868376	20868775	+	400	4	40	9	3	9	9
Interval_23056	chr2	23384986	23385186	+	201	2	2	3	10	1	7
Interval_23057	chr2	23452812	23453412	+	601	6	52	26	11	50	44
Interval_23058	chr2	23532408	23533062	+	655	5	24	7	9	25	29
Interval_23059	chr2	23788073	23788476	+	404	9	22	20	10	34	18
Interval_23060	chr2	23824881	23825090	+	210	4	8	1	1	3	5
Interval_23061	chr2	23891854	23892349	+	496	39	71	32	39	53	48
Interval_23062	chr2	23916828	23917028	+	201	2	2	4	6	3	6
Interval_23063	chr2	23925925	23926406	+	482	15	56	13	32	19	50
Interval_23064	chr2	23926632	23927706	+	1075	114	172	92	151	154	168
Interval_23065	chr2	23940183	23940640	+	458	9	22	5	16	13	19
Interval_23066	chr2	24047227	24047765	+	539	105	169	109	113	157	131
Interval_23067	chr2	24076124	24077284	+	1161	309	470	283	352	397	380
Interval_23068	chr2	24083846	24084739	+	894	32	49	28	39	42	41
Interval_23069	chr2	24123187	24123561	+	375	2	10	5	9	8	17
Interval_23070	chr2	24123828	24124079	+	252	1	4	1	5	5	10
Interval_23071	chr2	24214973	24215253	+	281	0	6	16	3	14	3
Interval_23072	chr2	24359625	24360013	+	389	14	34	13	19	25	31
Interval_23073	chr2	24360314	24361044	+	731	55	74	33	92	70	72
Interval_23074	chr2	24382447	24382767	+	321	1	11	6	7	9	9
Interval_23075	chr2	24409985	24410343	+	359	2	2	7	4	3	13
Interval_23076	chr2	24490614	24491198	+	585	26	44	32	33	37	55
Interval_23077	chr2	24491265	24491477	+	213	6	14	8	14	16	15
Interval_23078	chr2	24491647	24491948	+	302	12	35	13	20	16	27
Interval_23079	chr2	24587038	24587294	+	257	6	10	1	10	6	5
Interval_23080	chr2	24613191	24613484	+	294	0	7	7	8	5	10
Interval_23081	chr2	24739373	24739889	+	517	1	9	8	15	1	28
Interval_23082	chr2	24792853	24793600	+	748	64	150	55	89	101	141
Interval_23083	chr2	24827581	24827995	+	415	6	19	13	4	9	21
Interval_23084	chr2	24919041	24919620	+	580	36	50	45	54	57	72
Interval_23085	chr2	24920505	24920843	+	339	18	23	15	28	12	17
Interval_23086	chr2	24926683	24926928	+	246	2	7	3	4	9	2
Interval_23087	chr2	24971426	24972345	+	920	218	424	242	270	311	341
Interval_23088	chr2	25041641	25042251	+	611	44	78	45	89	53	66
Interval_23089	chr2	25129234	25129646	+	413	5	9	7	5	14	20
Interval_23090	chr2	25145839	25146200	+	362	6	9	14	5	19	14
Interval_23091	chr2	25161086	25161851	+	766	10	18	17	11	22	31
Interval_23092	chr2	25196368	25196778	+	411	6	16	8	6	13	20
Interval_23093	chr2	25210094	25210568	+	475	19	20	13	29	15	26
Interval_23094	chr2	25215850	25216403	+	554	17	35	20	35	25	27
Interval_23095	chr2	25228815	25229104	+	290	2	4	4	8	7	9
Interval_23096	chr2	25251592	25252437	+	846	23	41	22	35	43	57
Interval_23097	chr2	25265759	25266073	+	315	1	14	1	12	6	13
Interval_23098	chr2	25273340	25273778	+	439	26	55	35	41	58	47
Interval_23099	chr2	25275217	25275479	+	263	9	27	10	14	18	18
Interval_23100	chr2	25276759	25277419	+	661	25	59	32	55	42	66
Interval_23101	chr2	25285714	25286391	+	678	41	116	61	56	90	106
Interval_23102	chr2	25294737	25295581	+	845	52	122	79	101	107	140
Interval_23103	chr2	25301407	25301885	+	479	28	110	36	49	56	63
Interval_23104	chr2	25305247	25305511	+	265	2	33	0	2	21	1
Interval_23105	chr2	25313335	25313623	+	289	9	19	7	10	19	11
Interval_23106	chr2	25314422	25314866	+	445	14	30	14	20	26	31
Interval_23107	chr2	25322991	25323435	+	445	8	21	16	25	17	33
Interval_23108	chr2	25334048	25334445	+	398	11	22	7	13	29	22
Interval_23109	chr2	25342365	25342879	+	515	50	78	36	47	42	68
Interval_23110	chr2	25361977	25362903	+	927	35	86	40	62	71	63
Interval_23111	chr2	25376737	25377501	+	765	79	186	106	131	145	188
Interval_23112	chr2	25522084	25522524	+	441	11	34	13	13	27	21
Interval_23113	chr2	25558264	25558599	+	336	2	18	8	9	15	15
Interval_23114	chr2	25592093	25592307	+	215	2	11	3	3	4	5
Interval_23115	chr2	25672678	25673248	+	571	30	47	23	39	45	37
Interval_23116	chr2	25673294	25673594	+	301	7	14	10	20	13	14
Interval_23117	chr2	25673696	25674150	+	455	19	30	14	24	11	26
Interval_23118	chr2	25790339	25790728	+	390	3	22	9	10	8	21
Interval_23119	chr2	25794568	25795318	+	751	27	63	23	31	35	42
Interval_23120	chr2	25816189	25816526	+	338	0	4	9	3	8	13
Interval_23121	chr2	25822207	25822586	+	380	8	33	20	25	30	33
Interval_23122	chr2	25825246	25825618	+	373	11	40	17	15	25	22
Interval_23123	chr2	25831784	25832085	+	302	3	8	2	4	11	10
Interval_23124	chr2	25851788	25852244	+	457	12	42	10	15	24	35
Interval_23125	chr2	25877395	25878023	+	629	52	84	52	59	66	93
Interval_23126	chr2	25878078	25878936	+	859	136	217	119	192	170	223
Interval_23127	chr2	25916288	25916872	+	585	10	17	17	11	23	29
Interval_23128	chr2	25950988	25951389	+	402	7	16	7	7	17	9
Interval_23129	chr2	25981962	25982916	+	955	28	44	16	59	48	48
Interval_23130	chr2	25991537	25991998	+	462	17	32	13	11	18	28
Interval_23131	chr2	26033544	26034363	+	820	162	262	161	205	229	232
Interval_23132	chr2	26068603	26069032	+	430	12	49	27	20	37	37
Interval_23133	chr2	26086164	26086567	+	404	0	12	11	14	7	20
Interval_23134	chr2	26145133	26145393	+	261	3	8	1	3	7	5
Interval_23135	chr2	26184603	26185048	+	446	20	28	18	39	23	35
Interval_23136	chr2	26244380	26245563	+	1184	78	145	68	91	105	139
Interval_23137	chr2	26298831	26299170	+	340	4	10	6	8	13	19
Interval_23138	chr2	26299777	26300262	+	486	3	12	11	13	11	16
Interval_23139	chr2	26330085	26330433	+	349	8	21	4	6	9	17
Interval_23140	chr2	26345548	26346342	+	795	174	317	189	223	219	269
Interval_23141	chr2	26346698	26346930	+	233	18	32	10	15	22	33
Interval_23142	chr2	26396679	26396974	+	296	5	7	4	5	7	8
Interval_23143	chr2	26503329	26503845	+	517	19	29	32	18	27	19
Interval_23144	chr2	26519577	26519964	+	388	9	20	3	9	32	3
Interval_23145	chr2	26577813	26578134	+	322	5	9	5	6	5	6
Interval_23146	chr2	26745745	26746093	+	349	3	3	9	6	5	12
Interval_23147	chr2	26758467	26758667	+	201	0	1	2	4	4	9
Interval_23148	chr2	26764029	26764519	+	491	23	48	31	37	42	48
Interval_23149	chr2	26764589	26764856	+	268	4	15	7	6	12	5
Interval_23150	chr2	26772255	26773120	+	866	28	173	142	98	202	140
Interval_23151	chr2	26785554	26786156	+	603	129	246	175	144	213	197
Interval_23152	chr2	26846371	26846722	+	352	6	10	3	6	13	7
Interval_23153	chr2	26961683	26962066	+	384	8	21	4	6	11	20
Interval_23154	chr2	26970210	26970742	+	533	60	77	29	60	54	36
Interval_23155	chr2	27032531	27033071	+	541	21	23	9	23	19	37
Interval_23156	chr2	27050439	27051830	+	1392	175	347	155	218	238	289
Interval_23157	chr2	27071198	27072080	+	883	62	72	42	72	60	70
Interval_23158	chr2	27081168	27081648	+	481	57	123	45	66	89	87
Interval_23159	chr2	27086238	27086949	+	712	55	84	43	89	68	81
Interval_23160	chr2	27096409	27096619	+	211	3	8	5	7	7	5
Interval_23161	chr2	27123302	27123914	+	613	9	15	11	19	19	19
Interval_23162	chr2	27134448	27134984	+	537	32	61	34	44	45	51
Interval_23163	chr2	27169769	27170271	+	503	7	17	8	8	10	14
Interval_23164	chr2	27191549	27191825	+	277	3	6	3	8	6	6
Interval_23165	chr2	27211811	27213002	+	1192	117	201	104	146	174	167
Interval_23166	chr2	27217180	27218036	+	857	45	80	35	68	68	67
Interval_23167	chr2	27264868	27265330	+	463	18	13	5	19	16	21
Interval_23168	chr2	27306603	27306911	+	309	4	12	8	6	7	9
Interval_23169	chr2	27322836	27323411	+	576	45	78	34	49	50	76
Interval_23170	chr2	27351833	27352211	+	379	39	57	16	12	26	17
Interval_23171	chr2	27356226	27357208	+	983	124	224	134	178	170	210
Interval_23172	chr2	27369957	27370930	+	974	186	298	183	220	248	310
Interval_23173	chr2	27379815	27380072	+	258	9	22	6	9	9	16
Interval_23174	chr2	27380613	27381154	+	542	40	66	37	51	57	53
Interval_23175	chr2	27391199	27392391	+	1193	39	79	98	103	31	117
Interval_23176	chr2	27409127	27410098	+	972	68	94	67	72	86	104
Interval_23177	chr2	27428285	27428915	+	631	55	104	50	84	89	86
Interval_23178	chr2	27429162	27429477	+	316	19	16	1	19	10	23
Interval_23179	chr2	27430328	27430679	+	352	7	28	12	20	22	29
Interval_23180	chr2	27431460	27431764	+	305	12	18	12	17	21	32
Interval_23181	chr2	27442335	27442631	+	297	13	9	5	9	7	16
Interval_23182	chr2	27489305	27490158	+	854	216	382	247	286	313	335
Interval_23183	chr2	27582774	27583379	+	606	39	76	31	46	51	75
Interval_23184	chr2	27628623	27629227	+	605	75	141	97	102	115	146
Interval_23185	chr2	27637956	27638464	+	509	11	46	15	19	21	33
Interval_23186	chr2	27663238	27664313	+	1076	35	114	46	73	52	93
Interval_23187	chr2	27683415	27683933	+	519	24	79	28	35	48	76
Interval_23188	chr2	27703743	27704099	+	357	8	8	5	6	9	17
Interval_23189	chr2	27715497	27715746	+	250	5	9	8	12	5	11
Interval_23190	chr2	27720094	27720530	+	437	6	32	16	25	18	28
Interval_23191	chr2	27735562	27735998	+	437	7	13	4	4	6	6
Interval_23192	chr2	27754268	27754495	+	228	1	5	4	5	1	3
Interval_23193	chr2	27771448	27772187	+	740	46	80	38	52	56	71
Interval_23194	chr2	27890035	27891572	+	1538	160	307	196	259	257	263
Interval_23195	chr2	27920426	27920947	+	522	25	46	58	49	59	54
Interval_23196	chr2	27954843	27955371	+	529	4	17	10	12	9	18
Interval_23197	chr2	27960320	27960696	+	377	6	20	2	9	19	7
Interval_23198	chr2	27965767	27966255	+	489	20	48	19	22	46	24
Interval_23199	chr2	28004186	28004429	+	244	1	5	5	5	10	2
Interval_23200	chr2	28135359	28135789	+	431	4	16	6	12	13	15
Interval_23201	chr2	28251431	28251631	+	201	3	8	1	0	5	0
Interval_23202	chr2	28273774	28274101	+	328	1	13	4	0	15	8
Interval_23203	chr2	28348006	28348540	+	535	39	78	54	106	59	64
Interval_23204	chr2	28359094	28359867	+	774	133	216	147	209	178	175
Interval_23205	chr2	28366421	28367194	+	774	61	100	37	61	73	60
Interval_23206	chr2	28379071	28379385	+	315	4	14	8	1	23	8
Interval_23207	chr2	28390206	28390961	+	756	97	195	107	140	145	153
Interval_23208	chr2	28391652	28391854	+	203	17	36	17	19	40	27
Interval_23209	chr2	28392261	28393058	+	798	204	293	186	317	253	240
Interval_23210	chr2	28406732	28407124	+	393	34	111	57	59	111	64
Interval_23211	chr2	28409115	28409666	+	552	89	156	94	127	135	150
Interval_23212	chr2	28410153	28410782	+	630	94	192	140	129	225	149
Interval_23213	chr2	28423837	28424524	+	688	35	79	43	39	46	57
Interval_23214	chr2	28424865	28425151	+	287	1	22	7	14	5	11
Interval_23215	chr2	28452443	28452868	+	426	6	21	8	9	13	22
Interval_23216	chr2	28508375	28508815	+	441	13	61	12	26	6	45
Interval_23217	chr2	28544668	28545354	+	687	59	82	7	27	14	14
Interval_23218	chr2	28545761	28546174	+	414	27	37	2	11	17	16
Interval_23219	chr2	28547922	28548241	+	320	4	18	10	12	5	15
Interval_23220	chr2	28566633	28567333	+	701	29	89	34	47	58	71
Interval_23221	chr2	28584081	28584462	+	382	6	21	5	22	9	21
Interval_23222	chr2	28586872	28587261	+	390	17	29	18	19	25	21
Interval_23223	chr2	28594296	28595118	+	823	37	46	19	22	44	27
Interval_23224	chr2	28615725	28616131	+	407	17	38	33	17	51	29
Interval_23225	chr2	28620229	28620499	+	271	8	39	42	24	41	36
Interval_23226	chr2	28621362	28622077	+	716	172	244	167	177	205	194
Interval_23227	chr2	28625116	28625496	+	381	49	80	29	28	68	33
